Modified or unmodified,Modified material type,Cross-linked or uncross-linked,Cross-linking agent type,Adsorbent dosage (g/L) ,Reactor temperature (℃),Initial P concentration (mg/L),Reaction time (min),Solution pH,Pore volume (cm³/g),BET surface area (m²/g),P adsorption capacity (mg/g)
1,1,1,1,1.0,25.0,50.0,120.0,5.3,0.412,105.53,3.65
1,1,1,1,1.0,25.0,50.0,400.0,5.3,0.412,105.53,4.5
1,1,1,1,1.0,25.0,100.0,400.0,5.3,0.412,105.53,8.5
1,1,1,1,1.0,25.0,200.0,400.0,5.3,0.412,105.53,15.2
1,1,1,1,1.0,25.0,300.0,400.0,5.3,0.412,105.53,20.8
1,1,1,1,1.0,25.0,400.0,400.0,5.3,0.412,105.53,23.5
1,1,1,1,1.0,25.0,500.0,400.0,5.3,0.412,105.53,24.2
1,1,1,1,1.0,35.0,50.0,400.0,5.3,0.412,105.53,5.2
1,1,1,1,1.0,35.0,100.0,400.0,5.3,0.412,105.53,10.5
1,1,1,1,1.0,35.0,200.0,400.0,5.3,0.412,105.53,18.8
1,1,1,1,1.0,35.0,300.0,400.0,5.3,0.412,105.53,24.5
1,1,1,1,1.0,35.0,400.0,400.0,5.3,0.412,105.53,26.8
1,1,1,1,1.0,35.0,500.0,400.0,5.3,0.412,105.53,27.5
1,1,1,1,1.0,45.0,50.0,400.0,5.3,0.412,105.53,6.1
1,1,1,1,1.0,45.0,100.0,400.0,5.3,0.412,105.53,12.2
1,1,1,1,1.0,45.0,200.0,400.0,5.3,0.412,105.53,21.5
1,1,1,1,1.0,45.0,300.0,400.0,5.3,0.412,105.53,28.2
1,1,1,1,1.0,45.0,400.0,400.0,5.3,0.412,105.53,30.5
1,1,1,1,1.0,45.0,500.0,400.0,5.3,0.412,105.53,31.2
1,1,1,1,1.0,25.0,100.0,720.0,5.4,9.223,114.4,20.3
1,1,1,1,1.0,25.0,50.0,720.0,5.4,9.223,114.4,25.0
1,1,1,1,1.0,35.0,100.0,720.0,5.4,9.223,114.4,22.5
1,1,1,1,1.0,45.0,100.0,720.0,5.4,9.223,114.4,24.0
1,2,1,1,1.0,25.0,50.0,30.0,5.3,0.523,108.18,35.2
1,2,1,1,1.0,25.0,50.0,60.0,5.3,0.523,108.18,52.8
1,2,1,1,1.0,25.0,50.0,120.0,5.3,0.523,108.18,83.0
1,2,1,1,1.0,25.0,50.0,200.0,5.3,0.523,108.18,95.5
1,2,1,1,1.0,25.0,50.0,300.0,5.3,0.523,108.18,101.2
1,2,1,1,1.0,25.0,50.0,400.0,5.3,0.523,108.18,104.26
1,2,1,1,1.0,25.0,50.0,600.0,5.3,0.523,108.18,105.5
1,2,1,1,1.0,25.0,50.0,800.0,5.3,0.523,108.18,106.0
1,2,1,1,1.0,25.0,50.0,1400.0,5.3,0.523,108.18,106.5
1,2,1,1,1.0,25.0,100.0,400.0,5.3,0.523,108.18,75.5
1,2,1,1,1.0,25.0,200.0,400.0,5.3,0.523,108.18,88.2
1,2,1,1,1.0,25.0,300.0,400.0,5.3,0.523,108.18,92.5
1,2,1,1,1.0,25.0,400.0,400.0,5.3,0.523,108.18,96.8
1,2,1,1,1.0,25.0,500.0,400.0,5.3,0.523,108.18,102.5
1,2,1,1,1.0,25.0,50.0,400.0,2.0,0.523,108.18,48.33
1,2,1,1,1.0,25.0,50.0,400.0,3.0,0.523,108.18,43.26
1,2,1,1,1.0,25.0,50.0,400.0,4.0,0.523,108.18,41.15
1,2,1,1,1.0,25.0,50.0,400.0,5.0,0.523,108.18,39.5
1,2,1,1,1.0,25.0,50.0,400.0,6.0,0.523,108.18,38.2
1,2,1,1,1.0,25.0,50.0,400.0,7.0,0.523,108.18,33.8
1,2,1,1,1.0,25.0,50.0,400.0,8.0,0.523,108.18,30.5
1,2,1,1,1.0,25.0,50.0,400.0,9.0,0.523,108.18,26.8
1,2,1,1,1.0,25.0,50.0,400.0,10.0,0.523,108.18,20.1
1,2,1,1,1.0,25.0,50.0,400.0,11.0,0.523,108.18,16.5
1,2,1,1,1.0,25.0,50.0,400.0,12.0,0.523,108.18,11.8
1,2,1,1,1.0,25.0,50.0,400.0,5.3,0.523,108.18,104.26
1,2,1,1,1.0,35.0,50.0,400.0,5.3,0.523,108.18,114.1
1,2,1,1,1.0,35.0,100.0,400.0,5.3,0.523,108.18,92.5
1,2,1,1,1.0,35.0,200.0,400.0,5.3,0.523,108.18,102.8
1,2,1,1,1.0,35.0,300.0,400.0,5.3,0.523,108.18,108.5
1,2,1,1,1.0,35.0,400.0,400.0,5.3,0.523,108.18,112.2
1,2,1,1,1.0,35.0,500.0,400.0,5.3,0.523,108.18,114.1
1,2,1,1,1.0,45.0,50.0,400.0,5.3,0.523,108.18,120.04
1,2,1,1,1.0,45.0,100.0,400.0,5.3,0.523,108.18,98.5
1,2,1,1,1.0,45.0,200.0,400.0,5.3,0.523,108.18,108.2
1,2,1,1,1.0,45.0,300.0,400.0,5.3,0.523,108.18,114.8
1,2,1,1,1.0,45.0,400.0,400.0,5.3,0.523,108.18,118.5
1,2,1,1,1.0,45.0,500.0,400.0,5.3,0.523,108.18,120.04
1,2,1,1,1.0,25.0,18.95,30.0,7.0,0.523,108.18,8.5
1,2,1,1,1.0,25.0,18.95,60.0,7.0,0.523,108.18,15.2
1,2,1,1,1.0,25.0,18.95,120.0,7.0,0.523,108.18,22.5
1,2,1,1,1.0,25.0,18.95,200.0,7.0,0.523,108.18,26.8
1,2,1,1,1.0,25.0,18.95,300.0,7.0,0.523,108.18,28.5
1,2,1,1,1.0,25.0,18.95,400.0,7.0,0.523,108.18,29.2
1,2,1,1,1.0,25.0,18.95,600.0,7.0,0.523,108.18,29.5
1,2,1,1,0.5,25.0,18.95,300.0,7.0,0.523,108.18,30.0
1,2,1,1,1.0,25.0,18.95,300.0,7.0,0.523,108.18,19.0
1,2,1,1,1.5,25.0,18.95,300.0,7.0,0.523,108.18,13.0
1,2,1,1,1.0,25.0,50.0,400.0,5.3,0.523,108.18,43.26
1,2,1,1,1.0,25.0,50.0,400.0,5.3,0.523,108.18,38.5
1,2,1,1,1.0,25.0,50.0,400.0,5.3,0.523,108.18,34.2
1,2,1,1,1.0,25.0,50.0,400.0,5.3,0.523,108.18,31.5
1,2,1,1,1.0,25.0,50.0,400.0,5.3,0.523,108.18,28.76
1,2,1,1,1.0,25.0,50.0,120.0,2.0,0.0469,22.1,46.68
1,2,1,1,1.0,25.0,50.0,120.0,3.0,0.0469,22.1,50.84
1,2,1,1,1.0,25.0,50.0,120.0,4.0,0.0469,22.1,39.0
1,2,1,1,1.0,25.0,50.0,120.0,5.0,0.0469,22.1,37.0
1,2,1,1,1.0,25.0,50.0,120.0,6.0,0.0469,22.1,35.0
1,2,1,1,1.0,25.0,50.0,120.0,7.0,0.0469,22.1,33.0
1,2,1,1,1.0,25.0,50.0,120.0,8.0,0.0469,22.1,27.0
1,2,1,1,1.0,25.0,50.0,120.0,9.0,0.0469,22.1,25.0
1,2,1,1,1.0,25.0,50.0,120.0,10.0,0.0469,22.1,18.0
1,2,1,1,1.0,25.0,50.0,120.0,11.0,0.0469,22.1,16.0
1,2,1,1,1.0,25.0,50.0,120.0,12.0,0.0469,22.1,16.38
1,2,1,1,0.25,25.0,100.0,120.0,5.3,0.0469,22.1,44.0
1,2,1,1,0.5,25.0,100.0,120.0,5.3,0.0469,22.1,51.0
1,2,1,1,0.75,25.0,100.0,120.0,5.3,0.0469,22.1,51.0
1,2,1,1,1.0,25.0,100.0,120.0,5.3,0.0469,22.1,53.2
1,2,1,1,1.25,25.0,100.0,120.0,5.3,0.0469,22.1,50.0
1,2,1,1,1.5,25.0,100.0,120.0,5.3,0.0469,22.1,46.0
1,2,1,1,1.75,25.0,100.0,120.0,5.3,0.0469,22.1,45.0
1,2,1,1,2.0,25.0,100.0,120.0,5.3,0.0469,22.1,45.0
1,2,1,1,1.0,25.0,50.0,10.0,5.3,0.0469,22.1,35.0
1,2,1,1,1.0,25.0,50.0,20.0,5.3,0.0469,22.1,40.0
1,2,1,1,1.0,25.0,50.0,30.0,5.3,0.0469,22.1,42.0
1,2,1,1,1.0,25.0,50.0,60.0,5.3,0.0469,22.1,44.0
1,2,1,1,1.0,25.0,50.0,120.0,5.3,0.0469,22.1,44.17
1,2,1,1,1.0,25.0,200.0,10.0,5.3,0.0469,22.1,45.0
1,2,1,1,1.0,25.0,200.0,20.0,5.3,0.0469,22.1,55.0
1,2,1,1,1.0,25.0,200.0,30.0,5.3,0.0469,22.1,58.0
1,2,1,1,1.0,25.0,200.0,60.0,5.3,0.0469,22.1,60.0
1,2,1,1,1.0,25.0,200.0,120.0,5.3,0.0469,22.1,61.87
1,2,1,1,1.0,25.0,500.0,10.0,5.3,0.0469,22.1,70.0
1,2,1,1,1.0,25.0,500.0,20.0,5.3,0.0469,22.1,80.0
1,2,1,1,1.0,25.0,500.0,30.0,5.3,0.0469,22.1,85.0
1,2,1,1,1.0,25.0,500.0,60.0,5.3,0.0469,22.1,88.0
1,2,1,1,1.0,25.0,500.0,120.0,5.3,0.0469,22.1,91.18
1,2,1,1,1.0,25.0,20.0,120.0,5.3,0.0469,22.1,20.0
1,2,1,1,1.0,25.0,50.0,120.0,5.3,0.0469,22.1,45.0
1,2,1,1,1.0,25.0,100.0,120.0,5.3,0.0469,22.1,75.0
1,2,1,1,1.0,25.0,200.0,120.0,5.3,0.0469,22.1,90.0
1,2,1,1,1.0,25.0,300.0,120.0,5.3,0.0469,22.1,98.0
1,2,1,1,1.0,25.0,400.0,120.0,5.3,0.0469,22.1,102.0
1,2,1,1,1.0,25.0,500.0,120.0,5.3,0.0469,22.1,102.9
1,2,1,1,1.0,35.0,20.0,120.0,5.3,0.0469,22.1,18.0
1,2,1,1,1.0,35.0,50.0,120.0,5.3,0.0469,22.1,40.0
1,2,1,1,1.0,35.0,100.0,120.0,5.3,0.0469,22.1,65.0
1,2,1,1,1.0,35.0,200.0,120.0,5.3,0.0469,22.1,78.0
1,2,1,1,1.0,35.0,300.0,120.0,5.3,0.0469,22.1,82.0
1,2,1,1,1.0,35.0,400.0,120.0,5.3,0.0469,22.1,83.0
1,2,1,1,1.0,35.0,500.0,120.0,5.3,0.0469,22.1,83.031
1,2,1,1,1.0,45.0,20.0,120.0,5.3,0.0469,22.1,16.0
1,2,1,1,1.0,45.0,50.0,120.0,5.3,0.0469,22.1,35.0
1,2,1,1,1.0,45.0,100.0,120.0,5.3,0.0469,22.1,58.0
1,2,1,1,1.0,45.0,200.0,120.0,5.3,0.0469,22.1,70.0
1,2,1,1,1.0,45.0,300.0,120.0,5.3,0.0469,22.1,74.0
1,2,1,1,1.0,45.0,400.0,120.0,5.3,0.0469,22.1,75.0
1,2,1,1,1.0,45.0,500.0,120.0,5.3,0.0469,22.1,75.615
1,2,1,1,1.0,25.0,100.0,120.0,5.3,0.0469,22.1,54.32
1,2,1,1,1.0,25.0,100.0,120.0,5.3,0.0469,22.1,54.5
1,2,1,1,1.0,25.0,100.0,120.0,5.3,0.0469,22.1,55.28
1,2,1,1,1.0,25.0,100.0,120.0,5.3,0.0469,22.1,52.28
1,2,1,1,1.0,25.0,100.0,120.0,5.3,0.0469,22.1,48.47
1,2,1,1,1.0,25.0,500.0,120.0,5.3,0.0469,22.1,54.0
1,2,1,1,1.0,25.0,500.0,120.0,5.3,0.0469,22.1,49.59
1,2,1,1,1.0,25.0,500.0,120.0,5.3,0.0469,22.1,48.57
1,2,1,1,1.0,25.0,500.0,120.0,5.3,0.0469,22.1,31.67
1,2,1,1,1.0,25.0,47.7,120.0,8.11,0.0469,22.1,34.99
1,2,1,1,1.0,25.0,14.47,120.0,7.93,0.0469,22.1,14.02
1,2,1,1,2.0,25.0,47.7,120.0,8.11,0.0469,22.1,17.495
1,2,1,1,10.0,25.0,50.0,120.0,7.0,0.0469,22.1,61.62
1,2,1,1,10.0,25.0,50.0,120.0,7.0,0.0469,22.1,59.0
1,3,0,0,0.5,25.0,30.0,360.0,3.0,0.08678260869565217,0.103,43.2
1,3,0,0,0.5,25.0,30.0,360.0,5.0,0.08678260869565217,0.103,42.8
1,3,0,0,0.5,25.0,30.0,360.0,7.0,0.08678260869565217,0.103,42.1
1,3,0,0,0.5,25.0,30.0,360.0,9.0,0.08678260869565217,0.103,40.5
1,3,0,0,0.5,25.0,30.0,360.0,11.0,0.08678260869565217,0.103,38.9
1,3,0,0,0.5,25.0,10.0,360.0,7.0,0.08678260869565217,0.103,15.2
1,3,0,0,0.5,25.0,20.0,360.0,7.0,0.08678260869565217,0.103,28.6
1,3,0,0,0.5,25.0,30.0,360.0,7.0,0.08678260869565217,0.103,42.1
1,3,0,0,0.5,25.0,40.0,360.0,7.0,0.08678260869565217,0.103,48.3
1,3,0,0,0.5,25.0,50.0,360.0,7.0,0.08678260869565217,0.103,49.8
1,3,0,0,0.5,25.0,30.0,10.0,7.0,0.08678260869565217,0.103,25.3
1,3,0,0,0.5,25.0,30.0,30.0,7.0,0.08678260869565217,0.103,38.6
1,3,0,0,0.5,25.0,30.0,60.0,7.0,0.08678260869565217,0.103,42.1
1,3,0,0,0.5,25.0,30.0,120.0,7.0,0.08678260869565217,0.103,43.5
1,3,0,0,0.5,25.0,30.0,240.0,7.0,0.08678260869565217,0.103,43.8
1,3,0,0,0.5,25.0,30.0,360.0,7.0,0.08678260869565217,0.103,44.1
1,3,0,0,0.5,25.0,30.0,360.0,7.0,0.08678260869565217,0.103,43.5
1,3,0,0,0.5,35.0,30.0,360.0,7.0,0.08600000000000003,0.103,50.1
1,3,0,0,0.5,45.0,30.0,360.0,7.0,0.08600000000000003,0.103,51.8
1,4,0,0,0.5,25.0,30.0,360.0,7.0,0.08678260869565217,0.1400000000000001,45.2
1,4,0,0,0.5,35.0,30.0,360.0,7.0,0.08600000000000003,0.1400000000000001,47.5
1,4,0,0,0.5,45.0,30.0,360.0,7.0,0.08600000000000003,0.1400000000000001,48.9
1,4,0,0,0.5,25.0,30.0,360.0,3.0,0.08678260869565217,0.1400000000000001,40.4
1,4,0,0,0.5,25.0,30.0,360.0,5.0,0.08678260869565217,0.1400000000000001,39.8
1,4,0,0,0.5,25.0,30.0,360.0,7.0,0.08678260869565217,0.1400000000000001,39.2
1,4,0,0,0.5,25.0,30.0,360.0,9.0,0.08678260869565217,0.1400000000000001,37.8
1,4,0,0,0.5,25.0,30.0,360.0,11.0,0.08678260869565217,0.1400000000000001,35.2
1,4,0,0,0.5,25.0,10.0,360.0,7.0,0.08678260869565217,0.1400000000000001,14.1
1,4,0,0,0.5,25.0,20.0,360.0,7.0,0.08678260869565217,0.1400000000000001,26.8
1,4,0,0,0.5,25.0,30.0,360.0,7.0,0.08678260869565217,0.1400000000000001,39.2
1,4,0,0,0.5,25.0,40.0,360.0,7.0,0.08678260869565217,0.1400000000000001,44.5
1,4,0,0,0.5,25.0,50.0,60.0,7.0,0.08678260869565217,0.1400000000000001,46.8
1,4,0,0,0.5,25.0,30.0,10.0,7.0,0.08678260869565217,0.1400000000000001,22.1
1,4,0,0,0.5,25.0,30.0,30.0,7.0,0.08678260869565217,0.1400000000000001,35.4
1,4,0,0,0.5,25.0,30.0,60.0,7.0,0.08678260869565217,0.1400000000000001,39.2
1,4,0,0,0.5,25.0,30.0,120.0,7.0,0.08678260869565217,0.1400000000000001,40.5
1,4,0,0,0.5,25.0,30.0,240.0,7.0,0.08678260869565217,0.1400000000000001,40.9
1,4,0,0,0.5,25.0,30.0,360.0,7.0,0.08678260869565217,0.1400000000000001,41.2
1,5,1,2,1.0,25.0,100.0,240.0,6.0,0.03391428571428572,3.6863,122.51
1,5,1,2,1.0,25.0,100.0,20.0,6.0,0.03391428571428572,3.6863,70.64
1,5,1,2,1.0,25.0,100.0,40.0,6.0,0.03391428571428572,3.6863,80.12
1,5,1,2,1.0,25.0,100.0,60.0,6.0,0.03391428571428572,3.6863,85.34
1,5,1,2,1.0,25.0,100.0,120.0,6.0,0.03391428571428572,3.6863,88.76
1,5,1,2,1.0,25.0,100.0,240.0,6.0,0.03391428571428572,3.6863,91.44
1,5,1,2,1.0,25.0,100.0,720.0,6.0,0.11200000000000006,3.6863,90.23
1,5,1,2,1.0,25.0,100.0,1440.0,6.0,0.11200000000000006,3.6863,89.15
1,5,1,2,1.0,25.0,100.0,240.0,3.0,0.03391428571428572,3.6863,76.47
1,5,1,2,1.0,25.0,100.0,240.0,4.0,0.03391428571428572,3.6863,81.23
1,5,1,2,1.0,25.0,100.0,240.0,5.0,0.03391428571428572,3.6863,85.67
1,5,1,2,1.0,25.0,100.0,240.0,6.0,0.03391428571428572,3.6863,91.44
1,5,1,2,1.0,25.0,100.0,240.0,7.0,0.03391428571428572,3.6863,89.32
1,5,1,2,1.0,25.0,100.0,240.0,8.0,0.03391428571428572,3.6863,84.56
1,5,1,2,1.0,25.0,100.0,240.0,9.0,0.03391428571428572,3.6863,79.34
1,5,1,2,1.0,25.0,100.0,240.0,10.0,0.03391428571428572,3.6863,72.18
1,5,1,2,1.0,25.0,100.0,240.0,11.0,0.03391428571428572,3.6863,62.45
1,6,1,2,1.0,25.0,100.0,240.0,6.0,0.03391428571428572,4.3166,126.5
1,6,1,2,1.0,25.0,100.0,20.0,6.0,0.03391428571428572,4.3166,82.12
1,6,1,2,1.0,25.0,100.0,40.0,6.0,0.03391428571428572,4.3166,86.45
1,6,1,2,1.0,25.0,100.0,60.0,6.0,0.03391428571428572,4.3166,89.78
1,6,1,2,1.0,25.0,100.0,120.0,6.0,0.03391428571428572,4.3166,93.56
1,6,1,2,1.0,25.0,100.0,240.0,6.0,0.03391428571428572,4.3166,95.93
1,6,1,2,1.0,25.0,100.0,720.0,6.0,0.11200000000000006,4.3166,94.82
1,6,1,2,1.0,25.0,100.0,1440.0,6.0,0.11200000000000006,4.3166,93.67
1,6,1,2,1.0,25.0,100.0,240.0,3.0,0.03391428571428572,4.3166,78.34
1,6,1,2,1.0,25.0,100.0,240.0,4.0,0.03391428571428572,4.3166,83.56
1,6,1,2,1.0,25.0,100.0,240.0,5.0,0.03391428571428572,4.3166,88.92
1,6,1,2,1.0,25.0,100.0,240.0,6.0,0.03391428571428572,4.3166,95.93
1,6,1,2,1.0,25.0,100.0,240.0,7.0,0.03391428571428572,4.3166,94.67
1,6,1,2,1.0,25.0,100.0,240.0,8.0,0.03391428571428572,4.3166,90.34
1,6,1,2,1.0,25.0,100.0,240.0,9.0,0.03391428571428572,4.3166,85.78
1,6,1,2,1.0,25.0,100.0,240.0,10.0,0.03391428571428572,4.3166,76.45
1,6,1,2,1.0,25.0,100.0,240.0,11.0,0.03391428571428572,4.3166,68.92
1,6,0,0,2.0,26.0,100.0,60.0,5.0,0.0085,0.14,65.51
1,6,0,0,2.0,26.0,100.0,60.0,3.0,0.0085,0.14,45.212
1,6,0,0,2.0,26.0,100.0,60.0,4.0,0.0085,0.14,58.435
1,6,0,0,2.0,26.0,100.0,60.0,5.0,0.0085,0.14,65.51
1,6,0,0,2.0,26.0,100.0,60.0,6.0,0.0085,0.14,52.317
1,6,0,0,2.0,26.0,100.0,60.0,7.0,0.0085,0.14,38.492
1,6,0,0,2.0,26.0,100.0,10.0,5.0,0.0085,0.14,30.123
1,6,0,0,2.0,26.0,100.0,20.0,5.0,0.0085,0.14,45.678
1,6,0,0,2.0,26.0,100.0,30.0,5.0,0.0085,0.14,56.789
1,6,0,0,2.0,26.0,100.0,40.0,5.0,0.0085,0.14,61.234
1,6,0,0,2.0,26.0,100.0,50.0,5.0,0.0085,0.14,64.012
1,6,0,0,2.0,26.0,100.0,60.0,5.0,0.0085,0.14,65.51
1,6,0,0,2.0,26.0,25.0,60.0,5.0,0.0085,0.14,18.234
1,6,0,0,2.0,26.0,50.0,60.0,5.0,0.0085,0.14,36.567
1,6,0,0,2.0,26.0,75.0,60.0,5.0,0.0085,0.14,52.109
1,6,0,0,2.0,26.0,100.0,60.0,5.0,0.0085,0.14,65.51
1,6,0,0,2.0,26.0,150.0,60.0,5.0,0.0085,0.14,68.432
1,6,0,0,2.0,26.0,200.0,60.0,5.0,0.0085,0.14,67.891
1,6,0,0,2.0,26.0,300.0,60.0,5.0,0.0085,0.14,66.234
1,6,0,0,2.0,26.0,100.0,60.0,5.0,0.0085,0.14,65.51
1,6,0,0,2.0,40.0,100.0,60.0,5.0,0.0085,0.14,61.023
1,6,0,0,2.0,50.0,100.0,60.0,5.0,0.0085,0.14,55.876
1,6,0,0,2.0,60.0,100.0,60.0,5.0,0.0085,0.14,51.245
1,6,0,0,1.0,26.0,100.0,60.0,5.0,0.0085,0.14,51.234
1,6,0,0,2.0,26.0,100.0,60.0,5.0,0.0085,0.14,65.51
1,6,0,0,4.0,26.0,100.0,60.0,5.0,0.0085,0.14,64.876
1,6,0,0,6.0,26.0,100.0,60.0,5.0,0.0085,0.14,60.345
1,6,0,0,8.0,26.0,100.0,60.0,5.0,0.0085,0.14,55.678
1,7,0,0,0.5,25.0,10.0,2880.0,7.0,0.08899999999999998,0.1400000000000001,2.5
1,7,0,0,0.75,25.0,10.0,2880.0,7.0,0.08899999999999998,0.1400000000000001,3.0
1,7,0,0,1.0,25.0,10.0,2880.0,7.0,0.08899999999999998,0.1400000000000001,3.5
1,7,0,0,2.5,25.0,10.0,2880.0,7.0,0.08899999999999998,0.1400000000000001,4.2
1,7,0,0,5.0,25.0,10.0,2880.0,7.0,0.08899999999999998,0.1400000000000001,4.7
1,7,0,0,6.4,25.0,10.0,2880.0,7.0,0.08899999999999998,0.1400000000000001,4.9
1,7,0,0,7.5,25.0,10.0,2880.0,7.0,0.08899999999999998,0.1400000000000001,4.8
1,7,0,0,10.0,25.0,10.0,2880.0,7.0,0.08899999999999998,0.1400000000000001,4.5
1,7,0,0,25.0,25.0,10.0,2880.0,7.0,0.08899999999999998,0.1400000000000001,3.5
1,7,0,0,50.0,25.0,10.0,2880.0,7.0,0.08899999999999998,0.1400000000000001,2.5
1,7,0,0,10.0,25.0,10.0,5.0,7.0,0.029,0.1400000000000001,1.5
1,7,0,0,10.0,25.0,10.0,10.0,7.0,0.029,0.1400000000000001,2.5
1,7,0,0,10.0,25.0,10.0,20.0,7.0,0.029,0.1400000000000001,4.0
1,7,0,0,10.0,25.0,10.0,40.0,7.0,0.03911111111111111,0.1400000000000001,5.5
1,7,0,0,10.0,25.0,10.0,60.0,7.0,0.029,0.1400000000000001,6.2
1,7,0,0,10.0,25.0,10.0,120.0,7.0,0.029,0.1400000000000001,7.0
1,7,0,0,10.0,25.0,10.0,180.0,7.0,0.029,0.1400000000000001,7.3
1,7,0,0,10.0,25.0,10.0,240.0,7.0,0.029,0.1400000000000001,7.4
1,7,0,0,10.0,25.0,10.0,420.0,7.0,0.029,0.1400000000000001,7.43
1,7,0,0,10.0,25.0,10.0,1440.0,7.0,0.08899999999999998,0.1400000000000001,7.53
1,7,0,0,10.0,25.0,50.0,5.0,7.0,0.029,0.1400000000000001,3.0
1,7,0,0,10.0,25.0,50.0,10.0,7.0,0.029,0.1400000000000001,5.0
1,7,0,0,10.0,25.0,50.0,20.0,7.0,0.029,0.1400000000000001,7.5
1,7,0,0,10.0,25.0,50.0,40.0,7.0,0.03911111111111111,0.1400000000000001,9.5
1,7,0,0,10.0,25.0,50.0,60.0,7.0,0.029,0.1400000000000001,10.5
1,7,0,0,10.0,25.0,50.0,120.0,7.0,0.029,0.1400000000000001,11.0
1,7,0,0,10.0,25.0,50.0,180.0,7.0,0.029,0.1400000000000001,11.3
1,7,0,0,10.0,25.0,50.0,240.0,7.0,0.029,0.1400000000000001,11.4
1,7,0,0,10.0,25.0,50.0,1440.0,7.0,0.08899999999999998,0.1400000000000001,11.81
1,7,0,0,10.0,35.0,10.0,5.0,7.0,0.0085,0.1400000000000001,2.0
1,7,0,0,10.0,35.0,10.0,10.0,7.0,0.0085,0.1400000000000001,3.5
1,7,0,0,10.0,35.0,10.0,20.0,7.0,0.0085,0.1400000000000001,5.5
1,7,0,0,10.0,35.0,10.0,40.0,7.0,0.0085,0.1400000000000001,6.8
1,7,0,0,10.0,35.0,10.0,60.0,7.0,0.0085,0.1400000000000001,7.5
1,7,0,0,10.0,35.0,10.0,120.0,7.0,0.0085,0.1400000000000001,7.8
1,7,0,0,10.0,35.0,10.0,180.0,7.0,0.0085,0.1400000000000001,7.85
1,7,0,0,10.0,35.0,10.0,240.0,7.0,0.0085,0.1400000000000001,7.9
1,7,0,0,10.0,35.0,10.0,1440.0,7.0,0.08899999999999998,0.1400000000000001,7.9
1,7,0,0,10.0,35.0,50.0,5.0,7.0,0.0085,0.1400000000000001,4.0
1,7,0,0,10.0,35.0,50.0,10.0,7.0,0.0085,0.1400000000000001,7.0
1,7,0,0,10.0,35.0,50.0,20.0,7.0,0.0085,0.1400000000000001,11.0
1,7,0,0,10.0,35.0,50.0,40.0,7.0,0.0085,0.1400000000000001,15.0
1,7,0,0,10.0,35.0,50.0,60.0,7.0,0.0085,0.1400000000000001,17.5
1,7,0,0,10.0,35.0,50.0,120.0,7.0,0.0085,0.1400000000000001,19.5
1,7,0,0,10.0,35.0,50.0,180.0,7.0,0.0085,0.1400000000000001,20.5
1,7,0,0,10.0,35.0,50.0,240.0,7.0,0.0085,0.1400000000000001,21.0
1,7,0,0,10.0,35.0,50.0,1440.0,7.0,0.08899999999999998,0.1400000000000001,21.15
1,7,0,0,10.0,20.0,1.15,2880.0,7.0,0.08899999999999998,0.1400000000000001,0.5
1,7,0,0,10.0,20.0,2.5,2880.0,7.0,0.08899999999999998,0.1400000000000001,1.2
1,7,0,0,10.0,20.0,5.0,2880.0,7.0,0.08899999999999998,0.1400000000000001,2.5
1,7,0,0,10.0,20.0,10.0,2880.0,7.0,0.08899999999999998,0.1400000000000001,5.0
1,7,0,0,10.0,20.0,25.0,2880.0,7.0,0.08899999999999998,0.1400000000000001,12.0
1,7,0,0,10.0,20.0,50.0,2880.0,7.0,0.08899999999999998,0.1400000000000001,22.0
1,7,0,0,10.0,20.0,100.0,2880.0,7.0,0.08899999999999998,0.1400000000000001,35.0
1,7,0,0,10.0,20.0,250.0,2880.0,7.0,0.08899999999999998,0.1400000000000001,50.0
1,7,0,0,10.0,20.0,500.0,2880.0,7.0,0.08899999999999998,0.1400000000000001,58.0
1,7,0,0,10.0,20.0,1000.0,2880.0,7.0,0.08899999999999998,0.1400000000000001,62.0
1,7,0,0,10.0,20.0,1149.12,2880.0,7.0,0.08899999999999998,0.1400000000000001,62.5
1,7,0,0,10.0,20.0,10.0,2880.0,5.0,0.08899999999999998,0.1400000000000001,6.0
1,7,0,0,10.0,20.0,10.0,2880.0,6.0,0.08899999999999998,0.1400000000000001,7.0
1,7,0,0,10.0,20.0,10.0,2880.0,5.5,0.08899999999999998,0.1400000000000001,7.5
1,7,0,0,10.0,20.0,10.0,2880.0,5.2,0.08899999999999998,0.1400000000000001,7.9
1,7,0,0,10.0,20.0,10.0,2880.0,5.0,0.08899999999999998,0.1400000000000001,4.7
1,7,0,0,10.0,20.0,10.0,2880.0,5.2,0.08899999999999998,0.1400000000000001,7.4
1,7,0,0,10.0,20.0,10.0,2880.0,5.1,0.08899999999999998,0.1400000000000001,7.8
1,7,0,0,10.0,20.0,10.0,2880.0,4.9,0.08899999999999998,0.1400000000000001,4.7
1,7,0,0,10.0,20.0,10.0,2880.0,5.4,0.08899999999999998,0.1400000000000001,7.3
1,7,0,0,10.0,20.0,10.0,2880.0,5.5,0.08899999999999998,0.1400000000000001,7.8
1,7,0,0,10.0,20.0,10.0,2880.0,6.0,0.08899999999999998,0.1400000000000001,4.2
1,7,0,0,10.0,20.0,10.0,2880.0,5.3,0.08899999999999998,0.1400000000000001,7.3
1,7,0,0,10.0,20.0,10.0,2880.0,5.2,0.08899999999999998,0.1400000000000001,8.0
