predicted_p_adsorption_capacity_mg_g,energy_proxy,composite_objective,nearest_training_distance,support_distance_limit,combination_code,Modified or unmodified,Cross-linked or uncross-linked,modified_material_type,cross_linking_agent_type,Adsorbent dosage (g/L),Reactor temperature (℃),Initial P concentration (mg/L),Reaction time (min),Solution pH,Pore volume (cm³/g),BET surface area (m²/g),scenario,initial_p_constraint_mg_l,run
181.97508120585078,0.004154394308182825,-0.9276176548769209,0.17385557709664623,0.1785714285714285,5,1.0,0.0,12,0,1.0002535318946588,25.5239592669812,150.0,799.2280557943701,2.912410870842556,0.08982399645080477,35.74690135662004,Fixed 150 mg/L,150.0,9
181.97508120585078,0.003937003263216193,-0.9278350459218876,0.17083261911716538,0.1785714285714285,5,1.0,0.0,12,0,0.9941726293066868,25.50161006453194,150.0,791.1522455246195,2.959357030577408,0.08937252279785587,34.92428113805032,Fixed 150 mg/L,150.0,10
198.37243549708774,0.0039261798414773254,-1.0118056967437132,0.17060983773132268,0.1785714285714285,5,1.0,0.0,12,0,1.102897737942441,25.500786426517063,500.0,790.2748698150464,2.950217509070108,0.09149235088571699,34.55659545192226,Fixed 500 mg/L,500.0,1
198.37243549708774,0.0038380545203869974,-1.0118938220648035,0.16353713548777563,0.1785714285714285,5,1.0,0.0,12,0,1.0718534539307016,25.505524920955445,500.0,765.2953981453811,2.7680532389503307,0.09409878645712327,34.528479793381436,Fixed 500 mg/L,500.0,2
181.53703997882616,0.0,-0.9295291345562015,0.04310247628008249,0.1785714285714285,9,1.0,1.0,8,1,0.5024410159890277,25.0,500.0,2872.01496587958,5.001852930001766,0.09015735003694611,34.51252389771932,Fixed 500 mg/L,500.0,3
198.37243549708774,0.004028482233725822,-1.0117033943514648,0.17636332418051634,0.1785714285714285,5,1.0,0.0,12,0,1.0618533154187038,25.503069219335973,500.0,807.1871495051049,2.986310248955567,0.089,35.57309155960167,Fixed 500 mg/L,500.0,4
198.37243549708774,0.004039152895553042,-1.0116927236896376,0.17764185914215783,0.1785714285714285,5,1.0,0.0,12,0,1.0942419754960235,25.50253349081765,500.0,810.1880159455552,2.949644854352228,0.08899979287456858,34.002410633874064,Fixed 500 mg/L,500.0,5
181.53703997882616,0.0,-0.9295291345562015,0.04157348601364344,0.1785714285714285,9,1.0,1.0,8,1,0.5106601673299268,25.0,500.0,2849.511268502084,5.065253906794342,0.09808132338177716,34.02339695733584,Fixed 500 mg/L,500.0,6
198.37243549708774,0.004024987920414758,-1.0117068886647758,0.17782321692442235,0.1785714285714285,5,1.0,0.0,12,0,1.096776551962095,25.50043752242705,500.0,810.7281412675268,2.9124403121469786,0.09166575365052265,34.674523239320145,Fixed 500 mg/L,500.0,7
197.48317679620263,0.0,-1.0111785806257174,0.13673869929117244,0.1785714285714285,5,1.0,0.0,12,0,1.1170674665028062,25.0,500.0,1047.002874853251,3.0148460596754902,0.08924366813263171,33.969802514539914,Fixed 500 mg/L,500.0,8
198.37243549708774,0.003986959600170171,-1.0117449169850203,0.17734778781536348,0.1785714285714285,5,1.0,0.0,12,0,1.087607724680335,25.50004742970234,500.0,803.6948173823826,2.724515868306791,0.08922786020058493,34.496986312446516,Fixed 500 mg/L,500.0,9
197.48317679620263,0.0,-1.0111785806257174,0.11801238671939222,0.1785714285714285,5,1.0,0.0,12,0,1.1262216179634303,25.0,500.0,1106.5760363583074,3.0268256716548834,0.09770333139192185,31.862096362165865,Fixed 500 mg/L,500.0,10
185.46313704652124,0.0,-0.949632038128629,0.046011237669687545,0.1785714285714285,9,1.0,1.0,8,1,0.5000002092659981,25.0,177.2127522435174,2803.6389958536893,5.025061384764211,0.09095328392457583,33.69943640613609,Practical range (≤500 mg/L),Practical range (≤500 mg/L),1
182.1196245156471,0.006741622373108501,-0.9257705359251357,0.13153516274324267,0.1785714285714285,2,1.0,1.0,28,3,0.26310342705637507,43.48784872031017,174.22868264203524,36.75687450118512,4.9819004964270235,0.13023173781047725,135.48772155790522,Practical range (≤500 mg/L),Practical range (≤500 mg/L),2
197.48317679620263,0.0,-1.0111785806257174,0.11658409023070561,0.1785714285714285,5,1.0,0.0,12,0,1.0746951718293185,25.0,485.4363031323966,1104.415229809689,3.0334115992800585,0.089,35.0550119390592,Practical range (≤500 mg/L),Practical range (≤500 mg/L),3
198.37243549708774,0.003943273625983378,-1.0117886029592071,0.17064332662588044,0.1785714285714285,5,1.0,0.0,12,0,1.0630927636629386,25.503966235806732,477.1662763132748,788.7075626462326,3.0079889459246445,0.089,32.90288139818552,Practical range (≤500 mg/L),Practical range (≤500 mg/L),4
198.37243549708774,0.003988905549521437,-1.0117429710356691,0.17228376903379553,0.1785714285714285,5,1.0,0.0,12,0,1.0531306437664552,25.505454424666198,465.92844431586184,795.4855270231254,3.0002855259835988,0.08964946453825817,35.246010773557124,Practical range (≤500 mg/L),Practical range (≤500 mg/L),5
180.85989566600165,0.004388200122074723,-0.9216737336516152,0.1411181544956222,0.1785714285714285,2,1.0,1.0,28,3,0.27152056653835877,37.47106631394081,174.55571825942212,35.46854464326533,4.907044854318506,0.031874598500327075,138.23772006553745,Practical range (≤500 mg/L),Practical range (≤500 mg/L),6
198.37243549708774,0.004033332631936415,-1.0116985439532542,0.16895675864360887,0.1785714285714285,5,1.0,0.0,12,0,1.0631641441129256,25.518161744273108,487.57917439306857,784.6197327236582,2.9152297126998232,0.08951818272782339,36.45741353665353,Practical range (≤500 mg/L),Practical range (≤500 mg/L),7
182.25264325648527,0.0,-0.9331932578417064,0.037541554118382794,0.1785714285714285,9,1.0,1.0,8,1,0.5112631123311366,25.0,419.2787424553262,2872.5429066434554,5.00091247429745,0.09880074359721089,33.69552790678689,Practical range (≤500 mg/L),Practical range (≤500 mg/L),8
197.48317679620263,0.0,-1.0111785806257174,0.13843169230676036,0.1785714285714285,5,1.0,0.0,12,0,1.065913071071952,25.0,468.6971159733123,1041.5472071419515,3.044822791291799,0.09032600633703139,35.28078867010133,Practical range (≤500 mg/L),Practical range (≤500 mg/L),9
198.37243549708774,0.0038395651755477197,-1.011892311409643,0.163165788948555,0.1785714285714285,5,1.0,0.0,12,0,1.05858426423372,25.503246551301487,486.4980369800785,769.0627361365616,3.038193074346642,0.08963047255866471,35.228397792841236,Practical range (≤500 mg/L),Practical range (≤500 mg/L),10
